Bill #,St,Short Subject,Subject,Introduced,Latest Action,Latest Action Date,Link,Primary Sponsor,Cosponsors,Latest Bill Text,Unique ID
SB 6028,WA,Adopting the uniform elec...,"Adopting the uniform electronic transactions act and aligning statutory provisions relating to signatures, declarations, and documents.",Dec 02 2019,Effective Date 6/11/2020.,Mar 18 2020,https://openstates.org/wa/bills/2019-2020/SB6028/,Jamie Pedersen,"Mike Padden; Manka Dhingra; Jeff Holy; Patty Kuderer; Wilson, C.",http://lawfilesext.leg.wa.gov/Biennium/2019-20/Htm/Bills/Senate%20Bills/6028.htm,e45ae68e9d2f8c189dc653a55afd2f0f524797e8
HB 2594,HI,Relating To Blockchain Te...,Relating To Blockchain Technology.,Jan 23 2020,The Hearing On This Measure Has Been Cancelled Until Further Notice.,Mar 16 2020,https://openstates.org/hi/bills/2020 Regular Session/HB2594/,TAKUMI,,https://www.capitol.hawaii.gov/session2020/bills/HB2594_.HTM,69996605f882e5428bc3bb7d83599a84a1c6451f
SB 113,NM,Blockchain Technology Tas...,Blockchain Technology Task Force,Jan 15 2020,Action Postponed Indefinitely,Mar 16 2020,https://openstates.org/nm/bills/2020/SB113/,"Stefanics, Elizabeth ""Liz""",,http://www.nmlegis.gov/Sessions/20%20Regular/bills/senate/SB0113.HTML,892f0cdd92e5cd41222320e772ef384073a7e486
SJM 9,NM,Blockchain Technology Tas...,Blockchain Technology Task Force,Jan 29 2020,Action Postponed Indefinitely,Mar 16 2020,https://openstates.org/nm/bills/2020/SJM9/,"Ortiz y Pino, Gerald",,http://www.nmlegis.gov/Sessions/20%20Regular/Amendments_In_Context/SJM009.pdf,caac1bd660174a6e79f5ddd0139dcb2a22ee06e7
HB 1077,FL,Department of Financial S...,Department of Financial Services,Jan 03 2020,Died On Calendar,Mar 14 2020,https://openstates.org/fl/bills/2020/HB1077/,LaMarca,,http://flsenate.gov/Session/Bill/2020/1077/BillText/c2/PDF,d49deeb67322659a8f6399dc32983c35ab8a36ed
HB 27,WY,Select committee on block...,"Select committee on blockchain, technology and innovation.",Dec 17 2019,Assigned Chapter Number 97,Mar 13 2020,https://openstates.org/wy/bills/2020/HB27/,Corporations,,http://wyoleg.gov/2020/Amends/HB0027SS001.pdf,0fdf75a09e748bbad86ae693fde457901730b260
H.B. 292,UT,Internet Voting Study,Internet Voting Study,Feb 07 2020,Filed,Mar 12 2020,https://openstates.org/ut/bills/2020/H.B.292/,"McKell, Michael K.","Hemmert, Daniel",https://le.utah.gov/~2020/bills/hbillint/HB0292.pdf,807f82bf94fecf2c50caf58b41effcad9565dc0b
SB 2777,RI,AN ACT RELATING TO STATE ...,"AN ACT RELATING TO STATE AFFAIRS AND GOVERNMENT -- RHODE ISLAND ECONOMIC GROWTH BLOCKCHAIN ACT (Establishes an economic growth blockchain act, set regulations for the sale of hemp, regulate virtual and digital assets and establish depository banks for these purposes.)",Mar 12 2020,"03/12/2020 Introduced, Referred To Senate Commerce",Mar 12 2020,https://openstates.org/ri/bills/2020/SB2777/,James A. Seveney,,http://webserver.rilin.state.ri.us/BillText/BillText20/SenateText20/S2777.pdf,f89ab72634e4bdb0477b5f154df0f4b704672a22
HB 7989,RI,AN ACT RELATING TO STATE ...,"AN ACT RELATING TO STATE AFFAIRS AND GOVERNMENT -- RHODE ISLAND ECONOMIC GROWTH BLOCKCHAIN ACT (Establishes an economic growth blockchain act, set regulations for the sale of hemp, regulate virtual and digital assets and establish depository banks for these purposes.)",Mar 11 2020,"03/11/2020 Introduced, Referred To House Corporations",Mar 11 2020,https://openstates.org/ri/bills/2020/HB7989/,Blake A. Filippi,,http://webserver.rilin.state.ri.us/BillText/BillText20/HouseText20/H7989.pdf,a76a34d2738c8672db9228efb0fbbefbc9d9b1ee
S 1158,SC,A Senate Resolution To Ac...,A Senate Resolution To Acknowledge The Importance Of Emerging Blockchain Technology And To Call Upon The Residents Of South Carolina To Join In Encouraging The Promotion Of Blockchain Technology In Our State.,Mar 10 2020,Introduced And Adopted,Mar 10 2020,https://openstates.org/sc/bills/2019-2020/S1158/,Davis,,https://www.scstatehouse.gov/sess123_2019-2020/prever/1158_20200310.htm,5b61435e7f8ac5f2b73265c1c9ab37822593c9a7
SB 2840,TN,Personal Property - As in...,"Personal Property - As introduced, establishes the legal nature of digital assets within existing law, including the Uniform Commercial Code, and classifies such assets into categories of intangible personal property. - Amends TCA Title 32; Title 34; Title 35; Title 39; Title 45; Title 47 and Title 66.",Feb 06 2020,Assigned To General Subcommittee Of Senate Commerce & Labor Committee,Mar 10 2020,https://openstates.org/tn/bills/111/SB2840/,Watson,,http://www.capitol.tn.gov/Bills/111/Bill/SB2840.pdf,753d2ad65a47aebe861c0ba806314fe225f2e0c4
HR 6154,US,Crypto-Currency Act of 20...,Crypto-Currency Act of 2020,Mar 09 2020,Introduced In House,Mar 09 2020,https://openstates.org/us/bills/116/HR6154/,Paul A. Gosar,,https://www.govinfo.gov/content/pkg/BILLS-116hr6154ih/pdf/BILLS-116hr6154ih.pdf,b09331f6c5996643cce724d161a0b00405819603
SB 514,WV,Creating WV FinTech Regul...,Creating WV FinTech Regulatory Sandbox Act,Jan 16 2020,To House Judiciary,Feb 26 2020,https://openstates.org/wv/bills/2020/SB514/,Eric Tarr,Robert H. Plymale,http://www.legis.state.wv.us/Bill_Status/bills_text.cfm?billdoc=SB514%20INTR.htm&yr=2020&sesstype=RS&i=514,b66e89a2e96e34ecf2e1763ad8c6e95e291b1ecd
HB 5536,MI,Children; protection; the...,Children; protection; the Michigan penal code; amend to reflect amendments to the public health code. Amends secs. 135 & 157m of 1931 PA 328 (MCL 750.135 & 750.157m).  TIE BAR WITH: HB 5510'19,Feb 20 2020,Bill Electronically Reproduced 02/25/2020,Feb 25 2020,https://openstates.org/mi/bills/2019-2020/HB5536/,,John Reilly,http://legislature.mi.gov/documents/2019-2020/billintroduced/House/htm/2020-HIB-5536.htm,ccac839f692b175a412d2f455d184587723e706d
S 4142,NY,Relates to allowing signa...,Relates to allowing signatures secured through blockchain technology to be considered an electronic signature,Mar 01 2019,Referred To Governmental Operations,Feb 25 2020,https://openstates.org/ny/bills/2019-2020/S4142/,SAVINO,,http://assembly.state.ny.us/leg/?sh=printbill&bn=S4142&term=2019&Text=Y,8cc5efc7e9f25256ebd49a4909bdc308a8a1767e
HB 5210,CT,An Act Concerning Noncomp...,An Act Concerning Noncompete Agreements In The Blockchain Technology Industry.,Feb 20 2020,Public Hearing 0227,Feb 21 2020,https://openstates.org/ct/bills/2020/HB5210/,Commerce Committee,,https://www.cga.ct.gov/2020/TOB/H/PDF/2020HB-05210-R00-HB.PDF,5c33de8a3a6aef41f89d5e9019c8746e7da4e111
HB 43,WY,Digital representation to...,Digital representation tokens.,Jan 09 2020,H Failed Introduction 2-57-1-0-0,Feb 11 2020,https://openstates.org/wy/bills/2020/HB43/,Corporations,,http://wyoleg.gov/2020/Introduced/HB0043.pdf,ba71b60655e9138e021ecc90148c0c4ef393a0a7
HJ 63,VA,Blockchain technology; jo...,Blockchain technology; joint subcommittee to study emergence & integration in the economy.,Jan 06 2020,Left In Rules,Feb 11 2020,https://openstates.org/va/bills/2020/HJ63/,Nick Rush,,https://lis.virginia.gov/cgi-bin/legp604.exe?201+ful+HJ63,8f41e18c4d2e24943d39b4ba552fa0dc296a5a3b
HJ 105,VA,Blockchain technology; jo...,Blockchain technology; joint subcommittee to study emergence & integration in the economy.,Jan 08 2020,Left In Rules,Feb 11 2020,https://openstates.org/va/bills/2020/HJ105/,Suhas Subramanyam,Sam Rasoul; Nick Rush,https://lis.virginia.gov/cgi-bin/legp604.exe?201+ful+HJ105,226b9b6278334e9d3edfeae6d3ce4242c34b13cb
HJ 23,VA,Voter records/election re...,Voter records/election results; Dept. of Elections to study use of blockchain technology to protect.,Dec 27 2019,Left In Appropriations,Feb 11 2020,https://openstates.org/va/bills/2020/HJ23/,Hala S. Ayala,Dawn M. Adams; Wendy W. Gooditis; Ibraheem S. Samirah,https://lis.virginia.gov/cgi-bin/legp604.exe?201+ful+HJ23,e78cc277f296ca2e0eda3436e1ad536f5a1a221d
HJ 82,VA,Blockchain technology; VE...,"Blockchain technology; VEDPA to study the emergence, etc., in the economy.",Jan 07 2020,Left In Rules,Feb 11 2020,https://openstates.org/va/bills/2020/HJ82/,Hala S. Ayala,Dawn M. Adams; Lee J. Carter; Glenn R. Davis; Ibraheem S. Samirah,https://lis.virginia.gov/cgi-bin/legp604.exe?201+ful+HJ82,5df63f78094a1576ab84afa4b98ed94e3cfcd201
SB 1430,OK,Blockchain technology; pl...,Blockchain technology; planning state-chartered institution; setting standards; requiring report. Effective date.,Feb 03 2020,"Second Reading Referred To Business, Commerce And Tourism",Feb 06 2020,https://openstates.org/ok/bills/2020/SB1430/,Nathan Dahm,,http://webserver1.lsb.state.ok.us/cf_pdf/2019-20 INT/SB/SB1430 INT.PDF,d0d5fc735a50b74ead158cb2b1407617b279cf78
SB 2170,RI,AN ACT RELATING TO FINANC...,"AN ACT RELATING TO FINANCIAL INSTITUTIONS -- SMALL LOAN LENDERS (Repeals the provisions of the general laws allowing deferred deposit providers, also known as ""payday lenders."")",Feb 04 2020,"02/04/2020 Introduced, Referred To Senate Commerce",Feb 04 2020,https://openstates.org/ri/bills/2020/SB2170/,Lombardi,,http://webserver.rilin.state.ri.us/BillText/BillText20/SenateText20/S2170.pdf,d109bd3dab8033f2c3ae8bdfe481420dd5913ff1
HR 875,GA,House Study Committee on ...,House Study Committee on Financing Options for Cannabis-based Businesses; create,Dec 12 2019,House Second Readers,Jan 30 2020,https://openstates.org/ga/bills/2019_20/HR875/,Winfred Dukes,,http://www.legis.ga.gov/Legislation/20192020/187801.pdf,6cb49c48175de42ac9d7a893a2bc6a85eb3ecb8c
HB 2604,WA,Fostering economic growth...,Fostering economic growth in Washington by supporting a certain regulatory environment for blockchain and distributed ledger technology solutions.,Jan 16 2020,"Scheduled For Public Hearing In The House Committee On Innovation, Technology & Economic Development At 08:00 Am",Jan 29 2020,https://openstates.org/wa/bills/2019-2020/HB2604/,Jesse Young,Gael Tarleton; Smith; Vandana Slatter; Zack Hudgins,http://lawfilesext.leg.wa.gov/Biennium/2019-20/Htm/Bills/House%20Bills/2604.htm,4efc5cffdc81a7f0dd2160a5113c3a9dde245a60
H 4351,SC,A Bill To Amend The Code ...,"A Bill To Amend The Code Of Laws Of South Carolina, 1976, So As To Enact The ""South Carolina Blockchain Industry Empowerment Act Of 2019"" In Order To Establish This State As An Incubator For Tech Industries Seeking To Develop Innovation By Using Blockchain Technology; By Adding Section 33-6-245 So As To Further Provide For The Construction Of Terms Relating To Stock And Certificate Tokens; To Amend Section 33-6-250, Relating To The Form And Content Of Corporate Stock Certificates, So As To Authorize Corporations To Issue Certificate Tokens In Lieu Of Stock Certificates; By Adding Chapter 47 To Title 34 So As To Provide That A Person Who Develops, Sells, Or Facilitates The Exchange Of An Open Blockchain Token Is Not Subject To Specified Securities And Money Transmission Laws, And To Provide Specified Verification Authority To The Secretary Of State And Banking Commissioner; By Adding Chapter 49 To Title 34 So As To Create The Financial Technology Sandbox For The Testing Of Financial Products And Services In South Carolina; To Authorize Limited Waivers Of Specified Provisions Of Law Under Certain Conditions; To Establish Standards And Procedures For Sandbox Applications, Operations, And Supervision; To Authorize Reciprocity Agreements With Other Regulators; To Require Criminal History Background Checks; To Require The Creation Of Financial Technology Innovation Accounts To Be Used For Special Purposes; To Require A Consumer Protection Bond; And To Specify Standards For The Suspension And Revocation Of A Sandbox Authorization; By Adding Chapter 51 To Title 34 So As To Specify That Digital Assets Are Property Within The Uniform Commercial Code, To Authorize Security Interests In Digital Assets, To Establish An Opt-In Framework For Banks To Provide Custodial Services For Digital Asset Property As Custodians, To Specify Standards And Procedures For Custodial Services, To Clarify The Jurisdiction Of South Carolina Courts Relating To Digital Assets, To Authorize A Supervision Fee, And To Provide For Other Related Provisions To Digital Assets; To Amend Section 35-11-105, Relating To Definitions Under The South Carolina Anti-Money Laundering Act, So As To Define The Term ""Virtual Currency""; And To Amend Section 35-11-110, Relating To Matters And Transactions To Which The Anti-Money Laundering Act Does Not Apply, So As To Provide That The Act Does Not Apply To Buying, Selling, Issuing, Or Taking Custody Of Payment Instruments Or Stored Value In The Form Of Virtual Currency Or Receiving Virtual Currency For Transmission To A Location Within Or Outside The United States By Any Means.",Mar 28 2019,Member(S) Request Name Added As Sponsor: Jones,Jan 14 2020,https://openstates.org/sc/bills/2019-2020/H4351/,Stewart O. Jones,,https://www.scstatehouse.gov/sess123_2019-2020/prever/4351_20190328.htm,cae9e478e335b2b478414b9b283c2311384ea67c
